"Number","Group","Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species","Publication Species Name","tsn","tsn rank","Wet_Mass","DM/WM","Dry_Mass","Carbon_Mass","MR_original","MR","Temp","MR_25","type_MR","O2 original J/mL","Reference","Source","Comments","Measure","Temp_original","Unit","MR_mL/min","MR_kJ/h","MR_Watt","Mass_mean","SMR","Species2","BMR","dBMR","dMsum","d Scope","Diet Grp","PP Grp","Year","Loc","Original_Source","MR_type"
9999,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.069,0.3,0.0207999997623146,0.0103999998811573,7.97888260550528e-05,7.97888260550528e-05,"24",8.5692354406264e-05,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.07,0.3,0.0211499999166719,0.0105749999583359,0.000248421463106207,0.000248421463106207,"24",0.000266802021174387,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10001,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.074,0.3,0.0220999998124753,0.0110499999062376,0.000260178266205723,0.000260178266205723,"24",0.000279428703226248,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10002,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.076,0.3,0.0227000001467118,0.0113500000733559,0.000259360960163083,0.000259360960163083,"24",0.00027855092518981,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10004,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.081,0.3,0.0242999997986643,0.0121499998993321,9.87381566948271e-05,9.87381566948271e-05,"24",0.000106043734884335,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10005,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.082,0.3,0.0246999998146102,0.0123499999073051,0.000359398032513551,0.000359398032513551,"24",0.000385989681735829,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10006,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.087,0.3,0.0261499998071214,0.0130749999035607,0.000128041406256876,0.000128041406256876,"24",0.000137515114661168,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10007,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.096,0.3,0.0286500002438607,0.0143250001219303,0.000518804070991186,0.000518804070991186,"24",0.00055719007932407,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10008,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.11,0.3,0.0329000001552998,0.0164500000776499,0.000188831587948152,0.000188831587948152,"24",0.000202803126171899,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10009,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.111,0.3,0.0331999997168419,0.0165999998584209,0.000334207987540744,0.000334207987540744,"24",0.000358935840138633,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10011,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.113,0.3,0.0337999999783909,0.0168999999891954,0.000370506170550067,0.000370506170550067,"24",0.000397919704377872,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10013,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.12,0.3,0.0360500000784055,0.0180250000392028,0.000178559933403174,0.000178559933403174,"24",0.000191771477943367,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10015,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.137,0.3,0.0410499998624283,0.0205249999312142,0.000304222902351252,0.000304222902351252,"24",0.000326732176116969,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10016,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.139,0.3,0.0418499997755433,0.0209249998877716,0.000750886342582946,0.000750886342582946,"24",0.000806443981805725,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10017,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.146,0.3,0.0438500002320193,0.0219250001160096,0.000451698184775763,0.000451698184775763,"24",0.000485119068022929,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10018,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.156,0.3,0.0466999999391255,0.0233499999695628,0.000235069143691801,0.000235069143691801,"24",0.000252461771493117,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10019,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.157,0.3,0.0472000001484501,0.023600000074225,0.000420553009619055,0.000420553009619055,"24",0.00045166947965911,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10020,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.16,0.3,0.0481499998380692,0.0240749999190346,0.000718579850786443,0.000718579850786443,"24",0.000771747151666391,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10021,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.168,0.3,0.0505000002187631,0.0252500001093815,0.000273004700904727,0.000273004700904727,"24",0.000293204158291065,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10022,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.178,0.3,0.0534000003653629,0.0267000001826814,0.000145351663096326,0.000145351663096326,"24",0.000156106147231645,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10023,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.18,0.3,0.0539000005973707,0.0269500002986853,0.00046931832854182,0.00046931832854182,"24",0.000504042915871604,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10024,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.188,0.3,0.0565000002836824,0.0282500001418412,0.000876853813870859,0.000876853813870859,"24",0.000941731712268343,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10025,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.189,0.3,0.0567000001445383,0.0283500000722692,0.000431978174939145,0.000431978174939145,"24",0.000463939986247136,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10026,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.192,0.3,0.0576999995807322,0.0288499997903661,0.000445712234438574,0.000445712234438574,"24",0.000478690220737987,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10027,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.193,0.3,0.0577500001909269,0.0288750000954634,0.000618629655733509,0.000618629655733509,"24",0.000664401700418097,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10028,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.194,0.3,0.0580999996802211,0.0290499998401105,0.000719539889724553,0.000719539889724553,"24",0.000772778223321357,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10030,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.197,0.3,0.0589999997769106,0.0294999998884553,0.000313134381802714,0.000313134381802714,"24",0.000336303010696135,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10032,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.198,0.3,0.059500000585205,0.0297500002926025,0.000305067339993888,0.000305067339993888,"24",0.000327639093204542,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10033,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.2,0.3,0.0599999999469977,0.0299999999734988,0.000656190585646578,0.000656190585646578,"24",0.000704741741462425,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10034,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.202,0.3,0.0606999998497146,0.0303499999248573,0.000375031230875734,0.000375031230875734,"24",0.000402779571257843,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10035,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.205,0.3,0.0615000005982389,0.0307500002991195,0.000675699916536634,0.000675699916536634,"24",0.000725694556280208,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10036,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.222,0.3,0.0666499994245164,0.0333249997122582,0.000510127686917643,0.000510127686917643,"24",0.000547871734691678,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10037,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.224,0.3,0.0672500002052606,0.0336250001026303,0.000342429392433532,0.000342429392433532,"24",0.000367765541948058,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10038,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.225,0.3,0.0676499998545667,0.0338249999272833,0.000340523074031962,0.000340523074031962,"24",0.000365718176168221,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10039,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.248,0.3,0.0744999995285507,0.0372499997642754,0.000785298947305636,0.000785298947305636,"24",0.000843402754928978,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10040,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.253,0.3,0.0759999996008696,0.0379999998004348,0.000627613584637717,0.000627613584637717,"24",0.000674050344942444,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10041,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.255,0.3,0.0764500000443006,0.0382250000221503,0.000537348740519378,0.000537348740519378,"24",0.000577106858052715,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10042,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.258,0.3,0.0773500003499074,0.0386750001749537,0.000472431737371845,0.000472431737371845,"24",0.000507386683991342,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10043,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.27,0.3,0.0810000002091424,0.0405000001045712,0.00134079927137786,0.00134079927137786,"24",0.00144000422153467,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10044,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.275,0.3,0.082500000275461,0.0412500001377305,0.000893990070794907,0.000893990070794907,"24",0.00096013587077193,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10045,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.278,0.3,0.0832999997301706,0.0416499998650853,0.000405997860792354,0.000405997860792354,"24",0.000436037403924183,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10046,"Seedling","Eukaryota","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","Tree Seedling","9speciesGH","9speciesGH","NA","NA",0.288,0.3,0.086300000851444,0.043150000425722,0.00115050774149711,0.00115050774149711,"24",0.00123563313318453,"Dark respiration","20 J/mL","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Makarieva et al. (2008)",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
